anon_id,gender,birth_year,native_language,language_used_at_home,language_used_at_home_now,non_native_language_1,yrs_of_study_lang1,study_in_classroom_lang1,ways_of_study_lang1,non_native_language_2,yrs_of_study_lang2,study_in_classroom_lang2,ways_of_study_lang2,non_native_language_3,yrs_of_study_lang3,study_in_classroom_lang3,ways_of_study_lang3,createddate,modifieddate,course_history
bd0,Male,1980,Arabic,Arabic,English;Arabic,English,more than 5 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2009-02-12 15:06:37,2009-06-08 11:27:48,417;460;461;463;464;477;509;518;521;522;535
bq0,Female,1987,Korean,Korean,English,English,more than 5 years,1,Studied grammar;Studied vocabulary;Teacher spoke to me in English;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2009-02-12 15:06:47,2009-06-04 12:19:35,476;477;478;479;485;538;539;540;541;542
cm8,Female,1983,Russian,Russian,French;English;Russian,French,more than 5 years,0,Studied by myself;I learned from my friend who is a native speaker,English,1-2 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,2009-02-12 15:06:57,2009-06-08 12:06:26,412;413;414;415;477;478;479;481;542;543;544
fo0,Male,1977,Arabic,Arabic,Arabic,English,less than 1 year,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2009-02-12 15:06:59,2009-02-12 15:10:55,410;414;417;418;431;475;477;478;479;496;535;536;537;538
ca0,Female,1982,Thai,Thai;English,Thai;English,Thai,more than 5 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Practiced speaking in class;Teacher spoke to me in Thai;Practiced reading aloud;Wrote paragrphs/essays,English,more than 5 years,0,Studied by myself,,,0,other,2009-02-12 15:07:20,2009-02-12 15:10:58,475;476;477;478;479
ay7,Female,1982,Arabic,Arabic;English,Arabic;English,English,more than 5 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,French,less than 1 year,0,other,,,0,other,2009-02-12 15:07:21,2009-06-08 11:27:45,460;461;463;464;477;518;519;522;535;536
db6,Male,1969,Arabic,Arabic,Arabic;English,English,1-2 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2009-02-12 15:07:52,2009-06-04 11:15:21,325;326;333;334;337;366;367;374;375;378;412;413;420;421;424;463;475;476;477;479;528;529;530;531;532
am6,Female,1980,Portuguese,Portuguese,Portuguese;English,English,less than 1 year,1,Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Practiced reading aloud,,,0,other,,,0,other,2009-02-12 15:09:24,2009-02-12 15:12:18,475;476;477;478;479;522;533;534;535;536
dz1,Male,1981,Arabic,Arabic,Arabic,Arabic,more than 5 years,0,I lived in a country where they spoke Arabic,English,more than 5 years,1,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Wrote paragrphs/essays,,,0,other,2009-02-13 14:09:02,2009-02-13 14:12:44,491;492;493;494;500;533;534;535;536;537
bf5,Female,1970,Polish,Polish,German,Russian,more than 5 years,1,Studied grammar;Studied vocabulary;Teacher spoke to me in Russian;Studied pronunciation;Teacher corrected my mistakes,German,1-2 years,0,I learned from my friend who is a native speaker;I lived in a country where they spoke German,English,1-2 years,0,Studied by myself;I lived in a country where they spoke English,2009-02-13 14:09:08,2009-02-13 14:13:40,490;491;492;493;494;537;543;544
gj2,Male,1984,Arabic,Arabic,English,English,less than 1 year,0,Studied by myself;I lived in a country where they spoke English,,,0,other,,,0,other,2009-02-13 14:09:09,2009-06-04 12:20:13,490;491;492;493;494;538;539;540;541;542;583;586;589;590;592
cp2,Female,1976,Japanese,Japanese,Japanese,English,more than 5 years,1,Studied grammar;Studied vocabulary;Teacher spoke to me in English;Teacher corrected my mistakes,,,0,other,,,0,other,2009-02-13 14:09:09,2009-02-13 14:14:04,411;412;414;492;494
ao6,Female,1988,Korean,Korean,Korean,English,less than 1 year,1,Studied grammar;Had a native-speaker teacher;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Wrote paragrphs/essays,,,0,other,,,0,other,2009-02-13 14:09:10,2009-02-13 14:12:58,485;486;492;493;494
fh4,Female,1976,German,German,German,French,3-5 years,1,Studied grammar;Worked in pairs/groups;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in French;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,Italian,1-2 years,1,Studied grammar;Worked in pairs/groups;Studied vocabulary;Practiced speaking in class;Studied pronunciation;Practiced reading aloud,,,0,other,2009-02-13 14:09:14,2009-02-13 14:13:31,489;490;491;492;493;538;540;541;542;585;587;588;589
ek5,Male,1987,Thai,Thai;Chinese,Thai;English,English,more than 5 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,Chinese,less than 1 year,0,I lived in a country where they spoke Chinese,,,0,other,2009-02-13 14:09:14,2009-02-13 14:13:20,485;486;492;493;494
al5,Male,1983,Korean,Korean,Korean;English,English,more than 5 years,0,Studied by myself,Japanese,1-2 years,0,Studied by myself,,,0,other,2009-02-13 14:09:15,2009-06-08 12:05:06,489;490;491;492;493;533;534;537;543;544
ef6,Male,1982,Arabic,Arabic;English,Arabic;English,English,3-5 years,0,other,,,0,other,,,0,other,2009-02-13 14:09:18,2009-06-08 11:27:42,485;486;492;493;494;533;534;535;536;537;581;589
cd2,Female,1985,Chinese,Chinese,Chinese;English,English,more than 5 years,0,Studied by myself;I learned from my friend who is a native speaker;I lived in a country where they spoke English,Japanese,1-2 years,0,Studied by myself,,,0,other,2009-02-13 15:03:55,2009-02-13 15:09:08,485;486;487;488;489
cb7,Female,1978,German,German,German,English,3-5 years,1,Studied grammar;Studied vocabulary;Teacher corrected my mistakes;Wrote paragrphs/essays,Latin,3-5 years,1,Studied grammar;Studied vocabulary;Teacher corrected my mistakes,,,0,other,2009-02-13 15:03:58,2009-02-13 15:09:14,460;461;464;487;488
dp5,Male,1988,Korean,Korean,Korean;English,English,more than 5 years,1,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Listened to audio materials (tapes/CDs);Studied pronunciation,Japanese,less than 1 year,1,Studied grammar;Studied vocabulary;Listened to audio materials;Studied pronunciation,French,less than 1 year,1,Studied grammar;Studied vocabulary;Listened to audio materials,2009-02-13 15:04:08,2009-06-08 12:05:12,460;461;464;487;488;523;524;527;543;544
gb7,Male,1978,Korean,Korean,English,English,more than 5 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,French,1-2 years,1,Studied grammar;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Studied pronunciation;Practiced reading aloud,,,0,other,2009-02-13 15:04:15,2009-02-13 15:11:33,410;411;414;417;418;478;485;486;487;489
fk8,Female,1982,Chinese,Chinese,English,Spanish,less than 1 year,1,Studied grammar;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in Spanish;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes,Shanghainese,more than 5 years,0,I lived in a country where they spoke Shanghainese,,,0,other,2009-02-13 15:04:16,2009-10-08 14:09:09,485;486;487;488;489;580;581;582;583;584
dq9,Female,1967,Chinese,Chinese,Chinese,English,3-5 years,0,I learned from my friend who is a native speaker,,,0,other,,,0,other,2009-02-13 15:04:16,2010-02-22 10:07:49,485;486;487;488;489;520;521;522;533;534;585;586;587;588;589;599;641;642;646;647;690;697;698;699;701
bg1,Female,1976,Korean,Korean,Korean,English,more than 5 years,1,Studied grammar;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Wrote paragrphs/essays,German,1-2 years,1,Studied grammar;Studied vocabulary;Studied pronunciation,Japanese,less than 1 year,1,Studied grammar;Studied vocabulary;Practiced reading aloud,2009-02-13 15:04:16,2009-02-13 15:11:18,460;461;464;487;488
ef2,Male,1964,Chinese,Chinese,Chinese,English,more than 5 years,1,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Wrote paragrphs/essays,,,0,other,,,0,other,2009-02-13 15:04:17,2009-02-13 15:10:24,412;413;463;485;486;487;489
au6,Male,1983,Korean,Korean,Korean,English,more than 5 years,1,Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher corrected my mistakes,,,0,other,,,0,other,2009-02-13 15:04:18,2009-06-08 12:07:12,485;486;487;488;489;539;543
al2,Female,1985,Japanese,Japanese,Japanese;English,English,3-5 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,French,less than 1 year,1,Studied grammar;Worked in pairs/groups;Studied vocabulary;Practiced speaking in class;Listened to audio materials;Studied pronunciation,German,less than 1 year,1,Studied grammar;Worked in pairs/groups;Studied vocabulary;Practiced speaking in class;Listened to audio materials;Practiced reading aloud;Teacher corrected my mistakes,2009-02-13 15:04:22,2009-02-13 15:09:58,420;421;424;450;451;487;488;495;496;499
df4,Male,1975,Spanish,Spanish,English;Spanish,English,3-5 years,1,Studied grammar;Worked in pairs/groups;Studied vocabulary;Teacher spoke to me in English;Wrote paragrphs/essays,,,0,other,,,0,other,2009-02-13 15:04:24,2009-06-08 11:28:01,485;486;487;488;489;533;534;535;536;537;642
go5,Male,1984,Arabic,Arabic,English,,,,,,,,,,,,,2009-02-13 15:04:43,2009-02-13 15:06:47,487
ei3,Male,1981,Thai,Thai,Thai;English,English,more than 5 years,1,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes,,,0,other,,,0,other,2009-02-13 15:04:49,2009-02-13 15:08:09,460;461;464;487;488;519
hb2,Female,1973,Japanese,Japanese,Japanese,German,1-2 years,1,Studied grammar;Studied vocabulary;Teacher spoke to me in German;Studied pronunciation,Italian,3-5 years,1,Studied grammar;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in Italian;Studied pronunciation,,,0,other,2009-02-16 14:40:08,2010-02-15 11:05:22,423;467;483;515;516;517;576;577;579;643;645
fk7,Female,1978,Chinese,Chinese;English,Chinese;English,English,more than 5 years,1,Studied grammar;Worked in pairs/groups;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes,,,0,other,,,0,other,2009-02-16 14:40:21,2009-02-16 14:43:35,467;468;480;481;484
go0,Male,1973,Arabic,Arabic,Arabic;English,English,less than 1 year,1,Studied grammar;Had a native-speaker teacher;Practiced speaking in class;Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Wrote paragrphs/essays,,,0,other,,,0,other,2009-02-16 14:40:22,2009-06-05 11:09:43,465;466;467;468;469;518;519;520;521;522;585;586;587;588;589
aa2,Male,1967,Arabic,Arabic,Arabic,Arabic,more than 5 years,1,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in Arabic;Practiced reading aloud;Teacher corrected my mistakes,English,less than 1 year,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Studied pronunciation,,less than 1 year,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary,2009-02-16 14:40:43,2009-06-04 11:15:29,415;416;417;418;419;465;466;467;468;469;528;529;530;531;532
ca7,Male,1989,Chinese,Chinese,Chinese;English,English,more than 5 years,1,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2009-02-16 14:41:36,2009-02-16 14:46:05,465;466;467;468;469
dh6,Male,1979,French,French,French;English;Pular,French,more than 5 years,1,Studied grammar;Worked in pairs/groups;Studied vocabulary;Teacher spoke to me in French;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes,English,less than 1 year,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,2009-02-16 14:41:37,2009-06-05 12:05:18,465;466;467;468;469;516;523;524;525;527
bl6,Male,1989,Japanese,Japanese,English,English,3-5 years,1,Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2009-02-16 14:42:25,2009-10-09 14:12:42,465;466;467;468;469;508;517;519;520;521;555;567;568
bc1,Female,1974,Arabic,Arabic;English,Arabic,English,less than 1 year,1,Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Studied pronunciation,,,0,other,,,0,other,2009-02-16 14:44:36,2009-06-05 11:12:35,465;466;467;468;469;511;513;514;517;520;560;561;563;564;572;657;658;661;674;675
fr9,Male,1978,Arabic,Arabic;English,Arabic;English,Arabic,more than 5 years,1,Studied grammar,English,more than 5 years,1,Studied grammar;Studied vocabulary;Studied pronunciation,,,0,other,2009-02-16 14:46:41,2010-12-03 10:18:25,465;467;468;469;662;663;664;665;666;708;720;731;742;743;783;786;797
cs1,Male,1982,Thai,Thai,Thai,English,more than 5 years,1,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Listened to audio materials (tapes/CDs);Practiced reading aloud,,,0,other,,,0,other,2009-02-16 14:46:53,2009-06-05 12:07:15,465;466;467;468;469;523;524;525;526;527
ac8,Male,1981,Arabic,Arabic,English,English,1-2 years,0,I learned from my friend who is a native speaker,,,0,other,,,0,other,2009-02-16 14:47:26,2009-10-08 15:12:46,460;461;464;467;468;513;514;516;517;525;570;571;573;574;587
fl3,Female,1985,Arabic,Arabic,English;Arabic,French,1-2 years,1,Studied grammar;Worked in pairs/groups;Studied vocabulary;Teacher spoke to me in French;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes,English,more than 5 years,1,Studied grammar;Worked in pairs/groups;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,2009-02-16 15:07:03,2009-02-16 15:13:30,462;463;464;466;480
bq6,Male,1986,Arabic,Arabic,Arabic,French,more than 5 years,1,Studied grammar;Worked in pairs/groups;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in French;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2009-02-16 15:07:13,2009-02-16 15:11:21,460;461;462;463;464
co1,Male,1979,Turkish,Turkish;Russian;Kazakh,Turkish,Russian,3-5 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in Russian;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes,English,less than 1 year,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Practiced speaking in class;Teacher spoke to me in Kazakh;Studied pronunciation,Kazakh,1-2 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Practiced speaking in class;Teacher spoke to me in Kazakh;Teacher corrected my mistakes,2009-02-16 15:07:13,2009-06-05 12:05:52,460;461;462;463;464;517;518;519;525;526
